length,num_links,num_special_chars,num_keywords,num_urls,num_domains,num_ip_addresses,html_tags,js_code
75,0,2,0,0,0,0,False,False
120,2,10,0,1,1,0,True,False
169,0,3,0,0,0,0,False,False
539,1,18,7,1,1,0,True,False
438,1,9,1,1,1,0,False,False
438,1,9,1,1,1,0,False,False
438,1,9,1,1,1,0,False,False
584,1,12,1,1,1,0,False,False
584,1,12,1,1,1,0,False,False
584,1,12,1,1,1,0,False,False
315,1,9,3,1,1,0,True,False
289,0,6,0,0,0,0,False,False
1001,0,33,1,0,0,0,False,False
969,0,37,3,0,0,0,False,False
958,0,37,3,0,0,0,False,False
1015,0,33,1,0,0,0,False,False
248,2,14,0,2,1,0,True,False
1022,0,34,1,0,0,0,False,False
998,0,33,1,0,0,0,False,False
226,0,6,0,0,0,0,False,False
217,0,5,0,0,0,0,False,False
773,1,14,7,1,1,0,False,False
57,0,1,0,0,0,0,False,False
1360,6,70,0,6,1,0,True,False
348,0,3,0,0,0,0,False,False
815,0,25,1,0,0,0,False,False
1748,5,65,1,5,3,0,True,False
337,0,10,0,0,0,0,False,False
68,0,2,0,0,0,0,False,False
281,0,12,0,0,0,0,False,False
424,0,8,0,0,0,0,False,False
281,0,12,0,0,0,0,False,False
953,1,24,0,1,1,0,False,False
281,0,12,0,0,0,0,False,False
279,0,12,0,0,0,0,False,False
574,0,11,0,0,0,0,False,False
331,0,5,0,0,0,0,False,False
379,0,10,0,0,0,0,False,False
1821,3,78,0,3,1,0,True,False
982,3,51,1,3,2,0,True,False
1737,0,45,0,0,0,0,False,False
415,0,11,0,0,0,0,False,False
725,2,33,5,1,1,0,True,False
730,2,30,5,1,1,0,True,False
408,1,15,0,1,1,0,True,False
406,1,14,3,1,1,0,True,False
3551,3,40,4,3,1,0,True,False
607,2,29,1,1,1,0,True,False
845,2,32,2,2,1,0,True,False
899,1,32,2,1,1,0,True,False
371,1,8,3,1,1,0,True,False
225,1,5,3,1,1,0,True,False
371,1,8,3,1,1,0,True,False
225,1,5,3,1,1,0,True,False
371,1,8,3,1,1,0,True,False
225,1,5,3,1,1,0,True,False
371,1,8,3,1,1,0,True,False
371,1,8,3,1,1,0,True,False
973,3,35,0,3,2,0,True,False
830,1,21,1,1,1,0,True,False
107,1,4,0,1,1,0,False,False
343,0,10,0,0,0,0,False,False
945,1,40,2,1,1,0,True,False
414,1,10,0,1,1,0,False,False
584,1,22,0,1,1,0,True,False
1236,3,59,4,2,2,0,True,False
747,1,27,1,1,1,0,False,False
8087,14,140,14,14,2,0,True,False
5249,1,197,2,1,1,0,True,False
1495,8,82,0,8,3,0,True,False
776,3,45,1,3,2,0,True,False
414,0,11,0,0,0,0,False,False
421,0,11,0,0,0,0,False,False
220,1,13,3,1,1,0,True,False
428,0,18,0,0,0,0,False,False
46,0,2,0,0,0,0,False,False
345,1,15,1,1,1,0,True,False
762,1,22,2,1,1,0,True,False
762,1,22,2,1,1,0,True,False
997,2,43,8,2,1,0,True,False
806,3,37,12,2,1,0,True,False
33,0,3,0,0,0,0,False,False
688,1,26,4,1,1,0,True,False
1594,3,51,4,3,2,0,True,False
998,2,20,16,2,2,0,True,False
445,1,16,2,1,1,0,True,False
148,2,11,0,1,1,0,True,False
1221,0,37,1,0,0,0,False,False
630,2,27,0,2,1,0,True,False
1071,0,29,1,0,0,0,False,False
301,0,7,0,0,0,0,False,False
1075,6,63,0,6,4,0,True,False
641,1,27,3,1,1,0,True,False
1222,6,66,0,6,4,0,True,False
707,2,36,1,2,2,0,True,False
713,2,37,1,2,2,0,True,False
853,2,39,2,2,2,0,True,False
719,2,37,1,2,2,0,True,False
566,0,25,0,0,0,2,False,False
330,0,15,0,0,0,0,False,False
2484,7,47,3,7,5,0,True,False
1738,1,45,1,1,1,0,False,False
1145,0,28,2,0,0,0,False,False
434,2,21,0,2,2,0,True,False
1218,6,73,0,6,3,0,True,False
1473,4,50,0,4,2,0,True,False
1827,5,112,1,5,1,0,True,False
1144,0,30,2,0,0,0,False,False
1579,2,32,5,2,1,0,True,False
1611,2,32,5,2,1,0,True,False
1587,2,32,5,2,1,0,True,False
1567,2,32,5,2,1,0,True,False
998,6,41,1,6,1,0,True,False
194,0,6,1,0,0,0,False,False
5272,2,145,0,2,1,0,True,False
562,1,9,7,1,1,0,False,False
192,1,17,2,1,1,0,True,False
1227,0,21,1,0,0,0,False,False
674,0,27,1,0,0,0,True,False
950,0,27,2,0,0,0,False,False
491,1,32,5,1,1,0,True,False
610,0,16,1,0,0,1,False,False
4109,3,32,1,3,1,0,True,False
245,1,18,0,1,1,0,True,False
523,1,20,7,1,1,0,True,False
1015,6,42,1,6,1,0,True,False
1721,5,64,1,5,3,0,True,False
1153,2,29,4,1,1,0,True,False
2874,16,109,2,16,3,0,True,False
937,2,58,6,2,1,0,True,False
270,0,12,0,0,0,0,False,False
535,1,23,0,1,1,0,True,False
793,1,31,9,1,1,0,False,False
1785,1,30,2,1,1,0,True,False
446,0,13,1,0,0,0,False,False
791,1,33,9,1,1,0,True,False
793,1,31,9,1,1,0,False,False
894,1,22,0,1,1,0,True,False
393,0,8,0,0,0,0,False,False
345,0,8,0,0,0,0,False,False
474,0,15,0,0,0,0,False,False
295,0,7,1,0,0,0,False,False
51,1,7,0,1,1,0,True,False
1255,0,36,3,0,0,0,False,False
1120,0,31,3,0,0,0,False,False
380,0,10,1,0,0,0,False,False
34,0,1,0,0,0,0,False,False
1084,0,34,3,0,0,0,False,False
1312,4,39,10,2,1,0,True,False
784,2,27,3,1,1,0,True,False
569,5,31,0,3,1,0,True,False
1157,0,35,1,0,0,0,False,False
869,2,44,2,2,2,0,True,False
63,0,2,0,0,0,0,False,False
1001,0,34,1,0,0,0,False,False
1294,0,60,1,0,0,0,True,False
782,1,38,1,1,1,0,True,False
1162,0,33,1,0,0,0,False,False
752,1,22,2,1,1,0,True,False
846,3,23,0,3,3,0,True,False
690,3,20,0,3,3,0,True,False
1270,0,33,2,0,0,0,False,False
1140,0,27,3,0,0,0,False,False
9918,14,139,14,14,2,0,True,False
957,0,33,3,0,0,0,False,False
1105,0,37,2,0,0,0,False,False
683,0,28,1,0,0,0,True,False
1141,0,30,2,0,0,0,False,False
797,2,28,5,2,2,0,True,False
1183,6,62,0,6,4,0,True,False
969,0,29,1,0,0,0,False,False
1065,6,59,1,6,4,0,True,False
1050,6,59,0,6,4,0,True,False
670,3,23,0,3,1,0,True,False
1022,5,66,1,5,4,0,True,False
103,0,2,0,0,0,0,False,False
240,2,13,0,1,1,0,True,False
848,2,28,2,2,2,0,True,False
1074,0,34,1,0,0,0,False,False
444,1,22,0,1,1,0,True,False
843,3,33,1,3,2,0,True,False
682,4,39,0,3,2,0,True,False
5298,4,42,2,4,1,0,True,False
838,2,30,0,1,1,0,True,False
559,1,14,4,1,1,0,True,False
559,1,14,4,1,1,0,True,False
564,1,19,7,1,1,0,True,False
718,2,33,3,2,1,0,True,False
333,1,15,1,1,1,0,True,False
149,0,1,0,0,0,0,False,False
787,0,11,4,0,0,0,False,False
856,0,28,1,0,0,0,False,False
827,1,28,7,1,1,0,False,False
973,1,31,7,1,1,0,False,False
827,1,28,7,1,1,0,False,False
973,1,31,7,1,1,0,False,False
973,1,31,7,1,1,0,False,False
253,0,4,0,0,0,0,False,False
1010,2,34,4,2,1,0,True,False
864,2,31,4,2,1,0,True,False
1034,0,35,1,0,0,0,False,False
52,0,1,0,0,0,0,False,False
911,0,28,1,0,0,0,False,False
255,2,13,0,1,1,0,True,False
376,1,12,0,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
568,2,23,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
422,2,20,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
276,2,17,2,1,1,0,True,False
1093,3,39,0,3,3,0,True,False
417,2,31,0,1,1,0,True,False
553,2,16,0,2,2,0,True,False
553,2,16,0,2,2,0,True,False
923,1,15,2,1,1,0,True,False
494,1,25,0,1,1,0,True,False
494,1,25,0,1,1,0,True,False
1203,0,32,0,0,0,0,False,False
701,0,17,1,0,0,0,False,False
561,2,27,5,2,1,0,True,False
196,0,15,0,0,0,0,False,False
401,0,12,0,0,0,0,False,False
2757,15,191,16,15,2,0,True,False
328,0,4,1,0,0,0,False,False
846,1,35,0,1,1,0,True,False
236,0,5,0,0,0,0,False,False
847,1,40,8,1,1,0,True,False
680,2,25,0,2,2,0,True,False
971,0,37,0,0,0,0,True,False
551,2,16,1,2,2,0,True,False
596,0,24,0,0,0,0,True,False
5013,3,31,7,3,1,0,True,False
4763,3,35,1,3,1,0,True,False
576,1,20,1,1,1,0,True,False
586,1,16,5,1,1,0,False,False
875,3,41,1,3,2,0,False,False
613,0,20,2,0,0,0,False,False
3401,7,65,4,7,1,0,False,False
1056,2,43,2,2,2,0,False,False
701,2,20,1,2,2,0,False,False
693,0,27,1,0,0,0,False,False
613,1,18,0,1,1,0,False,False
201,0,4,0,0,0,0,False,False
340,0,6,0,0,0,0,False,False
182,0,3,0,0,0,0,False,False
299,0,5,0,0,0,0,False,False
1055,2,33,6,2,2,0,False,False
915,3,35,1,3,3,0,False,False
341,1,15,2,1,1,0,False,False
306,0,7,0,0,0,0,False,False
1429,3,49,0,3,1,0,False,False
878,1,28,1,1,1,0,False,False
703,3,29,0,3,2,0,False,False
809,1,18,1,1,1,0,False,False
750,4,30,5,4,2,0,False,False
216,0,7,0,0,0,0,False,False
1112,0,29,4,0,0,0,False,False
313,0,9,2,0,0,0,False,False
412,1,11,6,1,1,0,False,False
412,1,11,6,1,1,0,False,False
433,2,25,4,2,2,0,False,False
875,2,34,2,2,2,0,False,False
1043,2,39,2,2,2,0,False,False
997,0,33,0,0,0,0,False,False
972,0,28,0,0,0,0,False,False
162,0,3,0,0,0,0,False,False
1051,2,38,2,2,2,0,False,False
886,2,35,2,2,2,0,False,False
1052,2,40,2,2,2,0,False,False
61,0,0,0,0,0,0,False,False
1130,5,27,0,4,2,0,False,False
358,0,9,0,0,0,0,False,False
979,0,23,0,0,0,0,False,False
1174,0,27,0,0,0,0,False,False
182,0,3,0,0,0,0,False,False
327,0,6,0,0,0,0,False,False
431,1,10,3,1,1,0,False,False
1777,0,38,1,0,0,0,False,False
117,0,3,0,0,0,0,False,False
445,0,13,1,0,0,0,False,False
1809,3,34,10,3,2,0,False,False
195,0,5,0,0,0,0,False,False
235,1,6,3,1,1,0,False,False
1350,2,51,2,2,1,0,False,False
687,1,22,7,1,1,0,False,False
59,0,2,0,0,0,0,False,False
264,0,7,0,0,0,0,False,False
264,0,7,0,0,0,0,False,False
466,1,15,3,1,1,0,False,False
320,1,14,3,1,1,0,True,False
466,1,17,3,1,1,0,True,False
466,1,17,3,1,1,0,True,False
466,1,17,3,1,1,0,True,False
320,1,14,3,1,1,0,True,False
320,1,14,3,1,1,0,True,False
464,1,17,3,1,1,0,True,False
318,1,14,3,1,1,0,True,False
318,1,14,3,1,1,0,True,False
464,1,17,3,1,1,0,True,False
464,1,17,3,1,1,0,True,False
318,1,14,3,1,1,0,True,False
320,1,14,3,1,1,0,True,False
322,1,14,3,1,1,0,True,False
322,1,14,3,1,1,0,True,False
468,1,17,3,1,1,0,True,False
468,1,17,3,1,1,0,True,False
322,1,14,3,1,1,0,True,False
322,1,14,3,1,1,0,True,False
322,1,14,3,1,1,0,True,False
468,1,17,3,1,1,0,True,False
468,1,17,3,1,1,0,True,False
322,1,14,3,1,1,0,True,False
462,1,17,3,1,1,0,True,False
462,1,17,3,1,1,0,True,False
321,1,13,3,1,1,0,True,False
321,1,13,3,1,1,0,True,False
321,1,13,3,1,1,0,True,False
321,1,13,3,1,1,0,True,False
321,1,13,3,1,1,0,True,False
467,1,16,3,1,1,0,True,False
467,1,16,3,1,1,0,True,False
467,1,16,3,1,1,0,True,False
321,1,13,3,1,1,0,True,False
321,1,13,3,1,1,0,True,False
467,1,16,3,1,1,0,True,False
321,1,13,3,1,1,0,True,False
321,1,13,3,1,1,0,True,False
317,1,13,3,1,1,0,True,False
317,1,13,3,1,1,0,True,False
317,1,13,3,1,1,0,True,False
317,1,13,3,1,1,0,True,False
317,1,13,3,1,1,0,True,False
317,1,13,3,1,1,0,True,False
317,1,13,3,1,1,0,True,False
570,0,20,1,0,0,0,False,False
237,0,7,0,0,0,0,False,False
519,0,14,0,0,0,0,False,False
784,1,27,0,1,1,0,True,False
209,0,8,0,0,0,0,False,False
601,1,16,1,1,1,0,True,False
331,1,17,5,1,1,0,True,False
1118,2,29,9,2,1,0,True,False
556,1,33,4,1,1,0,True,False
6312,30,324,4,30,2,0,True,False
6565,30,330,4,30,2,0,True,False
280,0,4,1,0,0,0,False,False
280,0,4,1,0,0,0,False,False
123,0,5,0,0,0,0,False,False
738,2,27,0,2,1,0,True,False
537,0,22,1,0,0,0,True,False
180,0,3,0,0,0,0,False,False
469,1,18,1,1,1,0,True,False
1208,1,11,0,1,1,0,False,False
821,2,23,1,2,2,0,True,False
821,2,23,1,2,2,0,True,False
5003,5,274,0,5,3,0,True,False
545,0,20,1,0,0,0,False,False
97,0,3,0,0,0,0,False,False
333,0,18,0,0,0,0,False,False
1185,3,46,7,2,2,0,True,False
1609,2,65,0,2,1,0,True,False
771,5,29,7,5,3,0,True,False
299,0,6,0,0,0,0,False,False
312,1,14,4,1,1,0,True,False
1206,1,11,0,1,1,0,False,False
1370,1,13,0,1,1,0,False,False
644,1,29,0,1,1,0,True,False
1485,6,76,1,6,3,0,True,False
594,2,32,1,2,2,0,True,False
139,0,3,0,0,0,0,False,False
499,0,18,2,0,0,0,False,False
1081,3,57,1,3,1,0,True,False
1002,1,36,8,1,1,0,True,False
322,1,12,1,1,1,0,True,False
191,1,10,1,1,1,0,True,False
169,1,10,1,1,1,0,True,False
43,0,2,0,0,0,0,False,False
1486,6,77,1,6,3,0,True,False
4989,4,44,2,4,1,0,True,False
4972,4,45,2,4,1,0,True,False
1647,6,81,1,6,3,0,True,False
1636,6,80,1,6,3,0,True,False
819,0,34,0,0,0,0,True,False
819,0,34,0,0,0,0,True,False
819,0,34,0,0,0,0,True,False
331,1,11,4,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
543,1,15,3,1,1,0,True,False
689,1,18,3,1,1,0,True,False
807,0,34,0,0,0,0,True,False
1148,1,5,0,1,1,0,False,False
808,0,34,0,0,0,0,True,False
570,1,21,1,1,1,0,True,False
558,1,19,1,1,1,0,True,False
576,1,21,1,1,1,0,True,False
1893,5,60,4,5,3,0,True,False
1876,5,58,4,5,3,0,True,False
1768,5,58,4,5,3,0,True,False
44,0,0,0,0,0,0,False,False
44,0,0,0,0,0,0,False,False
235,0,7,0,0,0,0,False,False
1267,1,33,2,1,1,0,True,False
456,0,10,0,0,0,0,False,False
1360,1,13,0,1,1,0,False,False
1405,1,13,0,1,1,0,False,False
1809,0,37,5,0,0,0,False,False
585,1,26,4,1,1,0,True,False
1400,6,79,1,6,3,0,True,False
119,2,11,0,1,1,0,True,False
99,0,5,0,0,0,0,False,False
871,2,26,1,2,1,0,True,False
442,1,13,4,1,1,0,True,False
442,1,13,4,1,1,0,True,False
16473,0,343,3,0,0,0,False,False
773,2,27,1,2,1,0,True,False
458,1,24,0,1,1,0,True,False
1616,6,82,1,6,3,0,True,False
506,1,13,1,1,1,0,True,False
1621,6,82,1,6,3,0,True,False
840,1,11,2,1,1,0,True,False
720,2,34,0,2,2,0,True,False
875,2,38,0,2,2,0,True,False
873,2,38,0,2,2,0,True,False
834,2,35,0,2,2,0,True,False
876,2,38,0,2,2,0,True,False
523,0,21,0,0,0,0,True,False
523,0,21,0,0,0,0,True,False
1196,1,10,0,1,1,0,False,False
193,0,4,0,0,0,0,False,False
313,0,3,0,0,0,0,False,False
1042,0,21,2,0,0,0,False,False
291,0,8,0,0,0,0,False,False
642,1,18,0,1,1,0,True,False
245,0,5,0,0,0,0,False,False
1785,0,56,0,0,0,0,False,False
732,0,14,1,0,0,0,False,False
355,1,15,1,1,1,0,True,False
365,1,15,1,1,1,0,True,False
4599,3,49,2,3,1,0,True,False
434,1,32,1,1,1,0,True,False
4581,3,42,2,3,1,0,True,False
4610,3,48,2,3,1,0,True,False
496,1,22,6,1,1,0,True,False
1713,6,78,5,5,4,0,True,False
567,1,19,1,1,1,0,True,False
500,1,26,6,1,1,0,True,False
529,2,25,2,2,2,0,True,False
1773,2,52,7,2,2,0,True,False
185,0,3,0,0,0,0,False,False
1257,2,26,2,2,1,0,True,False
355,0,11,0,0,0,0,False,False
128,0,3,0,0,0,0,False,False
812,2,24,1,2,2,0,True,False
333,0,7,0,0,0,0,False,False
1010,6,62,4,6,3,0,True,False
787,1,29,6,1,1,0,True,False
777,1,35,7,1,1,0,True,False
780,1,35,7,1,1,0,True,False
675,1,27,2,1,1,0,True,False
1775,2,56,7,2,2,0,True,False
369,1,19,0,1,1,0,False,False
1844,0,44,0,0,0,0,True,False
2818,2,34,15,2,1,0,True,False
822,1,22,1,1,1,0,True,False
599,1,22,1,1,1,0,True,False
1079,4,66,2,3,2,0,True,False
1096,1,37,1,1,1,0,True,False
437,0,13,0,0,0,0,True,False
928,3,42,1,3,3,0,True,False
1651,0,40,1,0,0,0,False,False
1263,4,61,8,4,2,0,True,False
932,4,34,7,4,2,0,True,False
404,1,20,2,1,1,0,True,False
871,3,54,5,3,2,1,True,False
2037,12,172,4,12,2,0,True,False
998,3,41,1,3,3,0,True,False
1021,3,38,0,3,2,0,True,False
335,1,23,1,1,1,0,True,False
1147,2,33,3,2,1,0,True,False
513,0,11,0,0,0,0,False,False
1422,1,46,1,1,1,0,True,False
637,1,22,2,1,1,0,True,False
384,0,10,0,0,0,0,False,False
216,0,4,0,0,0,0,False,False
421,1,15,5,1,1,0,True,False
410,1,28,2,1,1,0,True,False
903,0,34,0,0,0,0,False,False
641,1,20,3,1,1,0,True,False
245,1,13,0,1,1,0,True,False
1914,3,47,3,3,2,0,True,False
583,2,21,0,2,1,0,True,False
729,2,24,0,2,1,0,True,False
583,2,21,0,2,1,0,True,False
626,1,20,3,1,1,0,True,False
648,1,22,3,1,1,0,True,False
434,1,24,2,1,1,0,True,False
667,1,23,3,1,1,0,True,False
2357,1,53,1,1,1,0,False,False
334,0,8,2,0,0,0,False,False
696,1,36,1,1,1,0,True,False
652,1,21,1,1,1,0,True,False
317,1,22,0,1,1,0,True,False
624,1,22,3,1,1,0,True,False
776,0,20,0,0,0,0,False,False
590,2,33,2,2,2,0,True,False
1151,1,36,0,1,1,0,True,False
466,1,18,0,1,1,0,True,False
319,1,15,0,1,1,0,True,False
261,0,6,0,0,0,0,False,False
1169,1,36,0,1,1,0,True,False
1173,1,38,0,1,1,0,True,False
377,1,18,7,1,1,0,True,False
883,0,22,0,0,0,0,False,False
1161,1,36,0,1,1,0,True,False
745,1,32,0,1,1,0,True,False
590,0,18,0,0,0,0,False,False
497,1,19,0,1,1,0,True,False
682,1,29,2,1,1,0,False,False
665,4,27,1,4,3,0,False,False
593,1,24,7,1,1,0,False,False
445,1,12,1,1,1,0,False,False
763,1,13,8,1,1,0,False,False
569,0,13,5,0,0,0,False,False
524,1,23,4,1,1,0,False,False
601,1,10,4,1,1,0,False,False
928,1,38,7,1,1,0,False,False
1283,0,22,1,0,0,0,False,False
629,0,12,0,0,0,0,False,False
444,0,8,0,0,0,0,False,False
567,1,11,5,1,1,0,False,False
413,1,8,5,1,1,0,False,False
956,1,21,3,1,1,0,False,False
967,1,33,2,1,1,0,False,False
746,1,26,3,1,1,0,False,False
538,1,11,5,1,1,0,False,False
962,1,19,11,1,1,0,False,False
945,1,19,11,1,1,0,False,False
348,1,9,1,1,1,0,False,False
1175,1,36,0,1,1,0,False,False
603,1,39,1,1,1,0,False,False
907,1,32,7,1,1,0,False,False
924,1,38,7,1,1,0,False,False
321,0,19,0,0,0,0,False,False
35,0,2,0,0,0,0,False,False
206,0,3,1,0,0,0,False,False
1268,6,52,10,5,4,0,False,False
189,1,4,0,1,1,0,False,False
589,0,27,0,0,0,0,False,False
383,1,20,0,1,1,0,False,False
742,1,29,0,1,1,0,False,False
1821,1,25,3,1,1,0,False,False
386,0,11,0,0,0,0,False,False
1447,3,67,3,3,1,0,False,False
1448,3,73,3,3,1,0,True,False
299,1,10,4,1,1,0,True,False
445,1,13,4,1,1,0,True,False
645,1,25,6,1,1,0,True,False
1067,0,31,0,0,0,0,False,False
190,0,6,0,0,0,0,False,False
3447,0,69,2,0,0,0,False,False
556,3,32,0,3,2,0,True,False
360,0,15,0,0,0,0,False,False
953,1,24,6,1,1,0,True,False
810,2,29,4,2,2,0,True,False
501,1,13,0,1,1,0,True,False
481,2,27,4,2,2,0,True,False
2406,0,57,2,0,0,0,False,False
192,1,6,4,1,1,0,True,False
499,2,21,4,2,2,0,True,False
631,2,12,0,2,1,0,False,False
325,1,9,3,1,1,0,True,False
460,2,21,4,2,2,0,True,False
335,0,8,0,0,0,0,False,False
592,0,27,1,0,0,0,False,False
962,5,72,0,2,2,0,True,False
962,5,72,0,2,2,0,True,False
1757,0,42,3,0,0,1,False,False
233,0,4,0,0,0,0,False,False
756,2,22,9,2,2,0,True,False
666,1,24,6,1,1,0,True,False
985,4,65,8,4,1,0,True,False
753,3,38,1,3,3,0,True,False
308,1,18,0,1,1,0,True,False
1481,2,56,7,2,2,0,True,False
813,3,43,4,3,1,0,True,False
678,2,25,7,2,1,0,True,False
423,1,18,4,1,1,0,True,False
513,2,24,0,2,1,0,True,False
3285,0,72,1,0,0,0,False,False
780,2,35,5,2,1,0,True,False
1140,3,46,0,3,1,0,True,False
636,2,28,0,2,2,0,False,False
493,1,28,0,1,1,0,True,False
504,1,25,1,1,1,0,True,False
526,0,13,2,0,0,0,False,False
201,0,4,0,0,0,0,False,False
518,1,22,0,1,1,0,True,False
392,1,19,5,1,1,0,True,False
1087,3,55,11,3,1,0,True,False
395,1,29,1,1,1,0,True,False
988,3,31,4,2,2,0,True,False
324,1,19,5,1,1,0,True,False
289,1,30,0,1,1,0,True,False
281,1,20,0,1,1,0,True,False
306,2,25,3,1,1,0,True,False
2500,0,42,2,0,0,0,False,False
828,1,25,3,1,1,0,True,False
1069,3,53,11,3,1,0,True,False
599,1,23,0,1,1,0,True,False
472,1,41,1,1,1,0,True,False
435,1,21,4,1,1,0,True,False
1278,3,101,1,3,1,0,True,False
875,1,29,2,1,1,0,True,False
404,1,8,3,1,1,0,True,False
736,1,23,2,1,1,0,True,False
412,1,19,0,1,1,0,True,False
585,1,28,7,1,1,0,True,False
585,1,28,7,1,1,0,True,False
659,2,41,11,2,1,0,True,False
575,2,34,4,1,1,0,True,False
575,2,34,4,1,1,0,True,False
614,1,20,2,1,1,0,True,False
272,0,5,0,0,0,0,False,False
663,0,43,0,0,0,0,True,False
484,1,18,2,1,1,0,True,False
764,1,25,0,1,1,0,True,False
632,1,26,3,1,1,0,True,False
801,0,17,0,0,0,0,False,False
1408,0,30,1,0,0,0,False,False
598,1,20,2,1,1,0,True,False
1070,4,70,1,3,2,0,True,False
193,0,4,0,0,0,0,False,False
1557,4,41,7,2,2,0,True,False
518,1,24,1,1,1,0,True,False
1567,2,49,2,2,2,0,True,False
380,1,18,2,1,1,0,True,False
623,2,42,3,2,2,0,True,False
423,1,22,4,1,1,0,True,False
423,1,22,4,1,1,0,True,False
332,0,15,0,0,0,0,False,False
1382,5,88,3,3,3,0,True,False
705,1,20,0,1,1,0,True,False
795,2,41,5,2,1,0,True,False
1221,3,27,7,3,1,0,True,False
670,2,27,0,2,1,0,True,False
1006,2,41,3,2,1,0,True,False
585,1,25,5,1,1,0,True,False
281,1,20,0,1,1,0,True,False
281,1,20,0,1,1,0,True,False
583,1,23,5,1,1,0,True,False
611,1,22,0,1,1,0,True,False
445,1,14,3,1,1,0,True,False
652,1,27,1,1,1,0,True,False
570,4,43,4,4,3,0,True,False
71,0,3,0,0,0,0,False,False
615,2,29,0,1,1,0,True,False
1897,5,63,3,5,3,0,True,False
610,1,28,3,1,1,0,True,False
849,1,29,1,1,1,0,True,False
1034,2,66,4,2,1,0,True,False
423,2,24,3,2,2,0,True,False
901,2,32,4,1,1,0,True,False
1224,5,87,0,2,2,0,True,False
546,3,26,5,3,3,0,True,False
326,1,12,4,1,1,0,True,False
326,1,12,4,1,1,0,True,False
661,2,15,0,2,2,0,True,False
346,1,9,3,1,1,0,True,False
204,0,5,0,0,0,0,False,False
595,1,20,6,1,1,0,True,False
