Word_Count,Homoglyphs,Total_Abnormal_Count,html_tags,js_code,Label
217,0,0,0,0,0
183,0,0,0,0,0
38,0,0,0,0,0
141,0,3,0,0,0
45,0,0,1,0,1
74,0,0,2,0,1
8,0,0,0,0,0
393,0,2,0,0,0
41,0,0,0,0,0
13,0,0,0,0,0
195,0,5,0,0,0
34,0,0,1,0,0
275,0,0,0,0,0
19,0,1,0,0,0
191,0,0,6,0,0
22,0,0,0,0,0
8,0,0,0,0,0
9,0,0,0,0,0
1075,0,12,0,0,0
6,0,1,0,0,0
17,0,0,0,0,0
225,0,0,0,0,0
78,0,2,0,0,0
30,0,0,0,0,0
37,0,0,0,0,0
127,0,3,0,0,0
45,0,1,0,0,1
38,0,0,0,0,0
220,0,1,1,0,0
113,0,1,0,0,0
96,0,0,0,0,0
207,0,1,0,0,0
866,0,12,0,0,0
20,0,6,1,0,0
141,0,0,0,0,0
117,0,0,0,0,0
61,0,0,0,0,0
5,0,0,0,0,0
141,0,0,0,0,0
36,0,0,0,0,0
184,0,2,4,0,0
463,0,0,254,0,0
50,0,2,0,0,0
23,0,0,0,0,0
24,0,1,0,0,0
381,0,1,0,0,0
84,0,5,1,0,0
271,0,0,0,0,0
80,0,0,0,0,1
273,0,0,0,0,0
19,0,0,0,0,0
21,0,0,0,0,0
205,0,0,0,0,0
27,0,0,0,0,0
45,33,1,1,0,1
148,0,0,0,0,0
