Word_Count,Homoglyphs,Total_Abnormal_Count,html_tags,js_code,Label
65,0,9,0,0,0
192,0,0,0,0,0
187,0,0,1,0,0
120,0,0,0,0,1
24,0,0,0,0,0
107,0,0,0,0,0
182,0,0,0,0,0
642,0,0,0,0,0
54,0,0,0,0,0
756,0,0,0,0,0
678,0,4,4,0,0
9,0,0,0,0,1
68,0,0,0,0,1
1504,0,1,288,0,0
97,0,2,0,0,0
36,0,0,3,0,1
64,0,0,0,0,0
171,0,1,0,0,1
41,0,1,0,0,0
96,0,0,0,0,0
127,0,2,1,0,0
1333,0,0,0,0,0
388,0,1,3,0,0
23,0,0,0,0,0
80,0,0,0,0,0
909,0,2,24,0,0
105,0,0,0,0,0
420,0,0,1,0,0
265,0,0,0,0,0
152,0,0,0,0,0
121,0,3,0,0,0
373,0,0,0,0,0
260,0,0,2,0,1
240,0,0,0,0,0
68,0,0,0,0,0
47,0,1,0,0,1
75,0,0,0,0,0
113,0,0,0,0,0
32,0,0,0,0,0
38,0,0,0,0,0
320,0,1,0,0,0
1814,0,44,0,0,0
29,0,0,0,0,0
52,0,0,5,0,0
22,0,0,0,0,0
87,0,0,3,0,0
123,0,0,4,0,0
143,0,0,2,0,0
558,0,4,0,0,0
65,0,0,0,0,0
68,0,0,4,0,1
10,0,0,0,0,0
4,0,0,0,0,0
116,0,0,0,0,0
19,0,0,0,0,0
87,0,0,0,0,0
57,0,0,0,0,0
374,0,0,2,0,0
25,0,0,0,0,0
53,0,1,0,0,0
157,0,0,0,0,0
53,0,0,0,0,0
304,0,3,0,0,0
34,0,0,0,0,0
62,0,0,1,0,1
0,0,0,0,0,0
140,0,0,0,0,0
50,0,0,0,0,0
28,0,0,1,0,0
185,0,0,1,0,0
5,0,0,0,0,0
187,0,0,0,0,0
4,0,0,0,0,0
30,0,0,0,0,0
50,0,0,0,0,0
56,0,0,1,0,1
187,0,0,0,0,0
168,0,0,3,0,0
12,0,0,0,0,0
317,0,0,0,0,0
218,0,0,0,0,0
56,0,0,0,0,0
70,0,0,0,0,0
39,0,0,3,0,0
306,0,0,0,0,0
872,0,0,0,0,0
47,0,0,0,0,0
20,0,0,0,0,0
755,0,1,55,0,0
205,0,1,1,0,0
72,0,0,0,0,0
43,0,0,0,0,1
78,0,0,3,0,0
14,0,0,0,0,0
31,0,0,0,0,0
221,0,0,5,0,0
935,0,1,0,0,0
128,0,0,4,0,0
65,0,0,0,0,0
114,0,0,0,0,0
145,0,0,1,0,0
338,0,18,0,0,0
352,0,0,0,0,0
125,0,0,0,0,0
215,0,0,0,0,0
68,0,0,0,0,0
262,0,0,0,0,0
106,0,0,0,0,0
13,0,0,0,0,0
51,0,0,0,0,1
36,0,2,0,0,1
57,0,2,2,0,0
29,0,0,0,0,0
29,0,0,0,0,0
96,0,0,0,0,0
106,0,0,0,0,0
199,0,0,28,0,0
53,0,2,0,0,0
0,0,0,0,0,0
4,0,0,0,0,0
8,0,0,0,0,0
102,0,0,0,0,0
352,0,0,0,0,0
97,0,0,0,0,0
494,0,0,16,0,0
34,0,0,0,0,0
125,0,0,0,0,0
9,0,0,0,0,0
78,0,2,0,0,0
103,0,0,5,0,1
69,0,0,0,0,0
213,0,1,3,0,0
116,0,0,0,0,0
17,0,0,0,0,0
435,0,0,0,0,0
162,0,2,0,0,0
123,0,0,0,0,0
33,0,0,0,0,0
560,0,1,0,0,0
33,0,0,0,0,0
6,0,0,0,0,0
57,0,0,5,0,0
82,0,1,0,0,0
519,0,2,0,0,0
166,0,1,0,0,1
477,0,2,0,0,0
33,0,0,0,0,1
940,0,0,0,0,0
529,0,2,0,0,0
92,0,9,0,0,0
319,0,0,4,0,0
152,0,2,0,0,0
61,0,0,2,0,0
63,0,0,2,0,0
22,0,0,0,0,0
30,0,0,0,0,0
372,0,5,0,0,0
485,0,0,2,0,0
380,0,0,0,0,0
17,0,0,0,0,0
43,0,0,0,0,0
33,0,0,0,0,0
125,0,1,0,0,1
149,0,0,0,0,0
1369,0,14,0,0,0
126,0,2,0,0,0
80,0,3,0,0,0
233,0,0,0,0,0
22,0,0,1,0,1
266,0,0,0,0,0
58,0,0,0,0,0
257,0,0,0,0,0
59,0,0,2,0,0
61,0,0,2,0,0
46,0,0,0,0,0
23,0,0,0,0,0
250,0,0,0,0,0
122,0,0,0,0,1
168,0,4,3,0,0
6,0,0,0,0,0
111,0,2,2,0,0
58,0,0,0,0,0
116,0,0,0,0,0
13,0,0,0,0,0
43,0,0,2,0,0
63,0,0,2,0,0
109,0,0,0,0,0
433,0,0,13,0,0
22,0,0,0,0,1
11,0,0,0,0,0
2376,0,0,0,0,0
246,0,8,1,0,0
1412,0,1,15,0,0
26,0,0,0,0,0
14,0,0,0,0,0
111,0,3,0,0,0
494,0,0,0,0,0
47,0,0,0,0,0
281,0,0,0,0,0
311,0,0,0,0,0
3,0,0,0,0,1
47,0,0,0,0,0
3,0,0,0,0,1
12,0,0,0,0,0
22,0,0,0,0,0
34,0,0,5,0,0
42,0,0,1,0,0
111,0,4,0,0,0
4,0,0,0,0,0
136,0,0,0,0,0
101,0,0,0,0,0
43,0,0,0,0,0
912,0,0,7,0,0
39,0,0,0,0,0
456,0,2,3,0,0
7,0,0,0,0,0
67,0,0,0,0,0
301,0,0,1,0,0
28,0,0,0,0,1
39,0,0,0,0,0
76,0,0,1,0,0
96,0,0,0,0,0
36,0,0,1,0,1
18,0,0,0,0,0
469,0,1,0,0,1
153,0,0,0,0,0
47,0,0,0,0,0
355,0,0,0,0,0
2035,0,4,0,0,0
23,0,0,0,0,0
325,0,21,0,0,0
59,0,2,1,0,0
8,0,0,0,0,0
55,0,0,0,0,0
282,0,0,0,0,0
83,0,0,0,0,1
463,0,0,0,0,0
78,0,0,2,0,0
110,0,0,0,0,0
505,0,2,0,0,0
882,0,1,0,0,0
72,0,0,0,0,0
29,0,1,0,0,0
193,0,3,0,0,1
155,0,0,0,0,0
39,0,0,1,0,0
93,0,0,0,0,0
219,0,0,0,0,0
133,0,0,0,0,0
60,0,0,0,0,0
29,0,0,0,0,0
1477,0,2,21,0,0
50,0,0,0,0,0
49,0,2,0,0,0
18,0,0,0,0,0
0,0,0,0,0,0
59,0,0,0,0,0
57,0,0,2,0,1
257,0,1,4,0,0
107,0,1,0,0,0
545,0,0,233,0,0
180,0,0,0,0,0
71,0,0,0,0,0
19,0,0,0,0,0
39,0,1,0,0,0
41,0,0,0,0,0
76,0,0,0,0,0
154,0,1,0,0,1
168,0,0,2,0,0
27,0,0,1,0,1
353,0,0,0,0,0
188,0,0,0,0,0
681,0,4,0,0,1
167,0,0,3,0,0
150,0,0,0,0,0
16,0,0,0,0,0
2450,0,1,0,0,0
115,0,0,0,0,0
22,0,0,0,0,0
120,0,0,0,0,0
94,0,0,0,0,0
448,0,1,0,0,0
315,0,0,0,0,1
78,0,0,0,0,1
38,0,0,0,0,1
25,0,0,0,0,0
357,0,0,2,0,0
588,0,3,1,0,0
376,0,0,2,0,0
192,0,0,0,0,0
424,0,0,0,0,0
119,0,1,5,0,1
397,0,3,0,0,0
10,0,0,0,0,0
77,0,2,0,0,0
27,0,0,0,0,1
288,0,25,0,0,0
119,0,0,0,0,0
60,0,0,0,0,0
795,0,0,0,0,0
294,0,1,0,0,0
66,0,1,0,0,0
194,0,0,1,0,0
70,0,0,1,0,1
31,0,2,0,0,0
204,0,0,0,0,0
350,0,0,4,0,0
21,0,0,0,0,0
51,0,0,0,0,0
1908,0,1,0,0,0
1,0,0,0,0,0
31,0,0,0,0,0
159,0,0,0,0,0
70,0,0,2,0,0
169,0,1,0,0,1
25,0,0,0,0,0
808,0,4,2,0,0
52,0,2,0,0,1
158,0,3,3,0,0
75,0,0,0,0,0
654,0,4,0,0,0
922,0,0,0,0,0
61,0,0,0,0,0
3,0,0,0,0,0
78,0,0,0,0,1
2667,0,2,0,0,0
136,0,0,9,0,0
110,0,0,8,0,0
42,0,0,0,0,1
384,0,0,0,0,0
164,0,0,0,0,0
10,0,0,0,0,1
1138,0,5,0,0,0
79,0,0,3,0,0
10,0,0,0,0,0
30,0,0,1,0,1
168,0,0,1,0,1
57,0,0,0,0,0
10,0,1,0,0,0
305,0,3,0,0,0
251,0,0,0,0,0
13,0,0,0,0,0
58,0,0,0,0,0
68,0,0,0,0,0
15,0,0,0,0,1
114,0,5,2,0,0
49,0,0,0,0,0
37,0,0,0,0,0
158,0,0,0,0,0
688,0,13,12,0,0
209,0,0,0,0,0
121,0,0,0,0,0
33,0,0,2,0,0
6,0,0,0,0,0
140,0,0,0,0,0
9,0,0,0,0,0
5,0,0,0,0,0
144,0,0,0,0,0
532,0,0,0,0,0
6,0,1,0,0,0
440,0,0,65,0,0
10,0,0,0,0,0
57,0,0,0,0,0
6,0,0,0,0,0
42,0,0,1,0,1
34,0,1,1,0,1
26,0,0,0,0,0
10,0,0,0,0,0
16,0,0,0,0,0
50,0,0,0,0,0
412,0,0,0,0,0
42,0,0,0,0,0
20,0,3,0,0,0
97,5,0,1,0,1
202,0,0,0,0,0
167,0,0,0,0,0
13,0,0,0,0,1
762,0,3,1,0,0
101,0,0,0,0,0
1722,0,57,160,0,0
89,0,0,0,0,0
148,0,0,1,0,0
126,0,0,0,0,0
16,0,0,0,0,0
48,0,1,0,0,0
374,0,1,0,0,0
28,0,0,1,0,0
54,0,0,0,0,0
2434,0,0,1052,0,0
213,0,0,0,0,0
40,0,0,0,0,1
66,0,0,0,0,0
55,0,0,0,0,0
110,0,0,0,0,0
652,0,0,0,0,0
46,0,0,0,0,0
44,0,1,0,0,0
8,0,0,0,0,0
4,0,0,0,0,1
479,0,0,0,0,0
162,0,0,0,0,0
100,0,0,0,0,0
27,0,0,0,0,0
80,0,1,0,0,1
72,0,0,0,0,0
185,0,0,0,0,0
177,0,0,0,0,0
521,0,13,3,0,0
57,0,0,2,0,0
11,0,0,0,0,0
28,0,0,0,0,0
89,0,0,0,0,0
279,0,5,1,0,0
12,0,0,0,0,0
223,0,0,1,0,0
159,0,2,0,0,0
115,0,2,2,0,0
97,0,1,0,0,0
265,0,0,0,0,0
343,0,3,0,0,0
113,0,0,0,0,0
679,0,0,0,0,0
17,0,0,0,0,0
40,0,0,0,0,0
209,0,2,0,0,0
135,0,0,0,0,0
392,0,0,1,0,0
115,0,0,0,0,0
19,0,0,0,0,0
6,0,0,0,0,0
40,0,0,0,0,0
160,0,2,1,0,0
5494,0,51,0,0,0
191,0,0,0,0,0
21,0,0,0,0,0
8,0,0,0,0,0
28,0,0,1,0,0
154,0,0,0,0,0
1814,0,44,0,0,0
1504,0,1,288,0,0
214,0,0,6,0,0
175,0,0,3,0,0
2171,0,1,738,0,0
58,0,0,0,0,0
172,0,0,0,0,0
46,0,0,0,0,0
449,0,0,1,0,0
411,0,1,0,0,0
47,0,0,0,0,0
267,0,0,0,0,0
240,0,0,52,0,0
94,0,2,0,0,0
114,0,0,0,0,0
67,0,0,0,0,0
98,0,1,0,0,1
795,0,0,0,0,0
29,0,0,0,0,0
140,0,0,0,0,0
166,0,6,0,0,0
36,0,0,0,0,0
159,0,0,0,0,0
57,0,2,0,0,0
15,0,0,0,0,0
31,0,0,0,0,0
443,0,0,1,0,0
135,0,0,0,0,0
619,0,0,0,0,0
157,0,0,0,0,0
96,0,1,0,0,0
57,0,0,0,0,0
774,0,0,0,0,0
83,0,1,0,0,0
23,0,0,0,0,0
50,0,2,0,0,0
172,0,0,0,0,0
202,0,0,4,0,0
2356,0,0,2,0,0
351,0,0,0,0,0
157,0,0,0,0,0
1291,0,5,0,0,0
2474,0,0,0,0,0
109,0,0,0,0,0
18,0,0,0,0,0
58,0,0,0,0,0
32,0,2,0,0,0
62,0,1,0,0,0
58,0,0,0,0,0
159,0,1,0,0,0
131,0,1,0,0,0
60,0,0,2,0,0
269,0,0,0,0,0
4,0,0,0,0,0
85,0,0,2,0,1
196,0,2,0,0,0
56,0,0,1,0,1
205,0,2,0,0,0
1718,0,28,0,0,0
240,0,0,0,0,0
24,0,0,0,0,1
96,0,0,5,0,1
525,0,0,0,0,0
37,0,4,0,0,1
318,0,0,0,0,0
85,0,0,0,0,1
55,0,0,0,0,0
38,0,0,0,0,0
103,0,0,0,0,0
48,0,0,0,0,0
63,0,0,0,0,0
30,0,0,0,0,0
41,0,0,0,0,0
56,0,0,0,0,0
276,0,0,0,0,0
389,0,2,0,0,0
15,0,0,0,0,0
75,0,0,0,0,0
149,0,0,0,0,0
410,0,6,1,0,0
21,0,0,0,0,0
528,0,0,0,0,0
9,0,0,0,0,0
2376,0,0,0,0,0
87,0,6,0,0,0
282,0,2,0,0,0
79,0,0,3,0,0
505,0,8,0,0,0
96,0,0,0,0,0
61,0,0,0,0,0
9,0,0,0,0,0
29,0,0,0,0,0
42,0,0,0,0,0
667,0,0,4,0,0
6,0,0,0,0,0
4,0,0,0,0,0
173,0,6,0,0,0
413,0,0,11,0,0
11,0,0,0,0,0
26,0,2,0,0,0
84,0,0,1,0,0
222,0,0,0,0,0
444,0,1,5,0,0
17,0,0,0,0,0
1100,0,5,0,0,0
523,0,0,0,0,0
272,0,0,0,0,0
105,0,0,0,0,0
14,0,0,0,0,0
55,0,2,0,0,0
64,0,0,0,0,1
336,0,0,7,0,0
12,0,0,0,0,0
446,0,0,0,0,0
408,0,0,0,0,0
469,0,0,0,0,0
33,0,0,0,0,0
101,0,0,0,0,0
1207,0,2,0,0,0
56,0,0,0,0,0
303,0,0,0,0,0
78,0,2,1,0,1
66,0,2,0,0,1
140,0,0,0,0,0
61,0,0,0,0,0
143,0,1,0,0,0
6,0,0,0,0,0
25,0,0,0,0,0
145,0,0,0,0,0
30,0,0,1,0,0
44,0,0,0,0,0
113,0,0,2,0,0
51,0,0,0,0,0
177,0,0,0,0,0
296,0,0,0,0,0
14,0,0,0,0,0
155,0,2,16,0,1
27,0,0,0,0,0
264,0,0,0,0,0
53,0,0,1,0,1
7,0,0,0,0,1
42,0,0,0,0,0
151,0,0,0,0,0
73,0,3,0,0,0
368,0,2,0,0,0
638,0,0,2,0,0
25,0,0,0,0,0
126,0,0,8,0,0
62,3,0,2,0,1
1416,0,6,0,0,0
222,0,1,4,0,0
38,0,0,1,0,1
19,0,0,0,0,0
190,0,0,1,0,0
128,0,0,0,0,0
59,0,0,1,0,0
8,0,0,0,0,0
93,0,1,0,0,0
444,0,0,0,0,0
38,0,0,0,0,0
254,0,0,0,0,0
56,0,0,0,0,0
1715,0,28,0,0,0
8,0,0,0,0,0
140,0,0,0,0,0
96,0,1,0,0,0
911,0,0,1,0,0
18,0,0,0,0,0
9,0,0,0,0,0
432,0,0,0,0,0
23,0,0,0,0,0
25,0,1,0,0,0
145,0,1,1,0,0
136,0,0,9,0,0
825,0,5,2,0,0
36,0,1,0,0,0
477,0,0,5,0,0
3,0,0,0,0,0
966,0,0,0,0,0
11,0,0,0,0,0
2312,0,1,0,0,0
90,0,3,0,0,0
29,0,0,0,0,0
36,0,0,0,0,0
935,0,3,3,0,0
49,0,0,0,0,0
116,0,2,0,0,0
34,0,0,0,0,0
54,0,0,4,0,0
265,0,2,0,0,0
69,0,0,1,0,0
191,0,0,6,0,0
115,0,1,0,0,0
194,0,0,4,0,0
35,0,0,0,0,0
682,0,4,4,0,0
284,0,3,0,0,0
203,0,0,0,0,0
7,0,0,0,0,0
14,0,0,0,0,0
340,0,2,125,0,0
1063,0,0,0,0,0
197,0,1,0,0,0
35,0,0,0,0,0
290,0,1,0,0,0
107,0,0,0,0,0
203,0,0,0,0,0
55,0,0,0,0,0
868,0,12,0,0,0
591,0,0,25,0,0
281,0,0,0,0,0
1113,0,0,0,0,0
726,0,5,0,0,0
30,0,0,0,0,0
307,0,0,0,0,0
6,0,0,0,0,0
16,0,0,0,0,0
228,0,0,0,0,0
111,0,2,2,0,0
9,0,0,0,0,1
65,0,0,1,0,0
17,0,0,0,0,0
1587,0,5,0,0,0
34,0,4,0,0,0
89,0,0,0,0,0
181,0,0,0,0,0
144,0,1,0,0,0
88,0,0,0,0,0
41,0,0,0,0,0
244,0,3,10,0,0
546,0,0,0,0,0
5,0,0,0,0,0
420,0,0,0,0,0
15,0,0,1,0,1
349,0,1,0,0,0
51,0,0,3,0,0
244,0,1,0,0,0
120,0,1,0,0,0
87,0,0,0,0,0
253,0,0,0,0,0
121,0,0,0,0,0
150,0,1,0,0,0
18,0,0,0,0,0
242,0,0,0,0,0
147,0,1,3,0,0
55,0,0,0,0,0
68,0,1,0,0,0
60,0,0,1,0,1
78,0,0,1,0,0
1706,0,2,0,0,0
178,0,0,0,0,0
895,0,0,0,0,0
32,0,2,0,0,0
18,0,0,0,0,0
87,0,0,2,0,1
156,0,2,0,0,0
115,0,2,0,0,0
226,0,0,0,0,0
136,0,2,0,0,0
21,0,0,0,0,0
91,19,0,1,0,1
414,0,1,0,0,0
152,0,2,0,0,0
189,0,0,0,0,0
166,0,0,0,0,0
4,0,0,0,0,0
71,5,0,4,0,1
356,0,1,0,0,0
289,0,1,0,0,0
1091,0,0,0,0,0
46,0,0,0,0,0
5047,0,21,0,0,0
263,0,0,0,0,0
194,0,2,0,0,0
391,0,0,0,0,0
36,0,0,0,0,0
495,0,2,0,0,0
34,0,0,0,0,0
212,0,2,0,0,0
1041,0,0,0,0,0
362,0,0,0,0,0
115,0,0,0,0,1
264,0,0,0,0,0
92,0,0,0,0,1
7,0,0,0,0,0
39,0,0,1,0,1
48,0,0,0,0,0
283,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
789,0,2,0,0,0
194,0,0,0,0,0
341,0,0,0,0,0
642,0,0,0,0,0
20,0,0,0,0,0
65,0,4,0,0,0
89,0,0,0,0,0
63,0,1,0,0,0
129,0,0,0,0,1
187,0,0,2,0,0
826,0,12,0,0,0
154,0,3,0,0,1
121,0,0,1,0,0
163,0,0,0,0,0
98,0,0,0,0,0
25,0,2,2,0,1
2,0,0,0,0,1
47,0,0,0,0,0
139,0,0,0,0,0
937,0,8,0,0,0
338,0,2,0,0,0
56,0,0,0,0,0
21,0,0,0,0,0
20,0,0,0,0,0
24,0,0,0,0,0
105,0,0,0,0,0
371,0,0,0,0,0
33,0,0,0,0,0
127,0,0,0,0,0
185,0,1,0,0,0
97,0,0,14,0,0
441,0,0,0,0,0
99,0,0,0,0,0
131,0,0,0,0,0
77,0,0,0,0,0
37,0,0,0,0,0
188,0,0,0,0,0
563,0,2,1,0,0
37,0,0,0,0,0
29,0,0,0,0,0
98,0,0,0,0,0
216,0,0,0,0,0
6,0,0,0,0,0
85,0,0,1,0,0
27,0,0,0,0,0
29,0,0,0,0,0
19,0,0,0,0,0
330,0,0,0,0,0
525,0,7,0,0,0
114,0,0,0,0,1
27,0,0,0,0,0
62,0,0,0,0,0
166,0,0,0,0,0
367,0,0,0,0,0
4452,0,17,0,0,0
25,0,0,1,0,0
151,0,1,0,0,1
74,0,0,0,0,0
534,0,8,0,0,0
987,0,12,0,0,0
139,0,1,0,0,0
104,0,0,0,0,0
3,0,0,0,0,1
213,0,0,0,0,0
9,0,0,0,0,0
64,0,1,0,0,1
81,0,0,0,0,0
67,0,0,0,0,0
21,0,0,0,0,0
744,0,0,0,0,0
378,0,0,0,0,0
134,0,3,0,0,0
173,0,2,0,0,1
27,0,0,0,0,0
1279,0,3,0,0,0
2291,0,0,0,0,0
79,0,0,0,0,0
130,0,0,0,0,0
68,0,0,0,0,0
267,0,0,0,0,0
350,0,5,1,0,0
14,0,0,0,0,1
290,0,0,0,0,0
171,0,0,0,0,0
60,0,0,0,0,0
24,0,0,0,0,1
72,0,1,0,0,0
14,0,0,0,0,0
47,0,0,0,0,0
827,0,12,0,0,0
38,0,0,0,0,0
15,0,0,0,0,0
107,0,0,0,0,0
89,0,0,0,0,0
169,0,1,0,0,0
1338,0,2,0,0,0
56,0,0,1,0,1
195,0,0,1,0,0
102,0,0,0,0,0
108,0,1,0,0,0
22,0,0,1,0,1
167,0,0,7,0,0
2485,0,1,931,0,0
21,0,0,0,0,0
42,0,0,1,0,1
97,0,0,0,0,0
61,0,0,0,0,0
120,0,0,0,0,0
70,0,0,0,0,0
18,0,0,0,0,0
32,0,0,0,0,0
46,0,0,0,0,0
279,0,0,0,0,0
47,0,3,0,0,0
84,0,1,0,0,0
201,0,4,0,0,0
81,0,2,0,0,0
4,0,0,0,0,0
118,0,0,0,0,0
584,0,0,0,0,0
116,0,2,1,0,0
1752,0,0,0,0,0
83,0,0,0,0,0
189,0,0,0,0,0
95,0,0,0,0,0
290,0,1,0,0,0
40,0,0,0,0,0
131,0,1,0,0,0
907,0,0,0,0,0
333,0,0,0,0,0
184,0,2,4,0,0
210,0,0,1,0,0
365,0,2,1,0,0
474,0,4,0,0,0
1155,0,11,0,0,0
181,0,0,0,0,0
70,0,0,0,0,1
137,0,0,0,0,0
24,0,0,0,0,0
42,0,0,0,0,0
1279,0,3,0,0,0
2,0,0,0,0,0
25,0,0,0,0,1
57,0,0,0,0,0
60,0,0,0,0,0
18,0,0,0,0,0
47,0,0,0,0,0
552,0,0,0,0,0
156,0,0,0,0,0
159,0,0,0,0,0
114,0,0,0,0,0
40,0,0,0,0,0
475,0,2,0,0,0
124,0,0,0,0,0
27,0,0,0,0,1
52,0,0,3,0,0
298,0,1,3,0,0
61,0,0,0,0,0
107,0,2,0,0,0
6664,0,82,12,0,0
347,0,0,0,0,0
115,0,0,0,0,0
195,0,3,0,0,0
76,0,0,0,0,0
38,0,0,0,0,0
26,0,0,0,0,0
17,0,0,0,0,0
113,0,0,0,0,0
356,0,0,0,0,0
48,0,0,0,0,0
306,0,0,0,0,0
60,0,0,0,0,0
283,0,0,0,0,0
188,0,0,6,0,0
156,0,0,0,0,0
668,0,2,0,0,0
518,0,0,0,0,0
1375,0,6,0,0,0
90,0,0,0,0,0
67,0,0,0,0,0
96,0,0,2,0,1
3,0,0,0,0,0
159,0,0,0,0,0
41,0,0,0,0,0
176,0,0,0,0,0
8,0,0,0,0,1
430,0,0,1,0,0
108,0,0,0,0,0
311,0,0,1,0,0
90,0,0,0,0,0
73,0,0,3,0,0
2120,0,1,0,0,0
2884,0,0,0,0,0
167,0,0,0,0,0
55,0,0,2,0,1
5,0,0,0,0,0
80,0,4,0,0,0
52,0,1,0,0,0
3567,0,53,0,0,0
58,0,0,0,0,0
75,0,1,0,0,0
171,0,4,0,0,0
579,0,0,2,0,0
69,0,0,0,0,0
292,0,1,2,0,0
54,0,0,0,0,0
451,0,0,0,0,0
37,0,0,0,0,0
260,0,0,0,0,0
82,0,0,1,0,1
35,0,0,0,0,0
107,0,0,0,0,1
64,0,0,0,0,0
116,0,0,0,0,0
29,0,0,0,0,0
69,0,2,0,0,0
176,0,0,0,0,0
22,0,0,0,0,0
378,0,2,4,0,0
79,0,0,3,0,0
219,0,0,0,0,0
8,0,0,0,0,0
74,0,0,0,0,0
1619,0,0,0,0,0
17,0,0,0,0,0
147,0,0,2,0,0
125,0,0,0,0,0
5,0,0,0,0,0
125,0,4,0,0,0
23,0,0,0,0,0
121,0,6,1,0,0
177,0,0,0,0,0
55,0,0,0,0,0
171,0,6,1,0,0
250,0,0,0,0,0
185,0,0,0,0,0
36,0,0,0,0,0
75,0,0,1,0,1
351,0,0,0,0,0
121,0,0,0,0,0
20,0,0,0,0,0
67,0,0,0,0,0
888,0,0,0,0,0
168,0,0,2,0,0
132,0,0,0,0,0
79,0,0,0,0,0
26,0,0,0,0,0
28,0,0,0,0,0
88,0,0,0,0,1
29,0,0,0,0,0
96,0,0,0,0,0
7,0,0,0,0,0
163,0,0,0,0,0
8,0,0,0,0,1
18,0,1,0,0,0
99,0,0,2,0,0
187,0,0,2,0,0
64,0,0,0,0,0
23,0,3,0,0,0
199,0,1,0,0,0
45,0,0,2,0,0
525,0,5,0,0,0
62,0,0,1,0,1
248,0,0,0,0,0
220,0,0,0,0,0
148,0,0,1,0,0
132,0,0,0,0,0
5,0,0,0,0,0
37,0,0,0,0,0
214,0,2,5,0,0
239,0,0,4,0,0
66,0,0,0,0,0
76,0,0,2,0,1
40,0,0,0,0,0
38,0,0,0,0,0
42,0,0,0,0,0
270,0,0,0,0,0
158,0,0,2,0,0
40,0,0,0,0,0
35,0,0,0,0,0
541,0,0,0,0,0
98,0,0,0,0,0
195,0,1,0,0,0
75,0,0,0,0,0
67,0,0,0,0,0
83,0,0,0,0,0
19,0,0,0,0,0
91,0,0,0,0,0
3953,0,0,0,0,0
132,0,0,0,0,0
47,0,0,0,0,0
18,0,0,0,0,0
384,0,3,0,0,0
52,0,1,0,0,0
19,0,0,0,0,0
48,0,1,0,0,0
34,0,0,0,0,0
102,0,0,0,0,0
545,0,1,15,0,0
183,0,1,1,0,0
2,0,0,0,0,0
229,0,0,88,0,0
165,0,0,0,0,0
138,0,0,0,0,0
1761,0,24,342,0,0
12,0,1,0,0,0
3574,0,5,30,0,0
132,0,0,0,0,0
140,0,2,0,0,0
167,0,0,1,0,1
103,0,0,0,0,0
39,0,0,0,0,0
150,0,0,0,0,0
76,0,0,0,0,0
93,0,0,0,0,0
34,0,0,0,0,0
263,0,4,9,0,0
207,0,1,0,0,0
80,0,1,0,0,1
57,0,0,1,0,0
1,0,0,0,0,0
54,0,0,0,0,0
85,0,0,0,0,0
589,0,4,0,0,0
8,0,0,0,0,0
77,0,2,0,0,0
368,0,1,0,0,0
111,0,0,0,0,0
264,0,0,2,0,0
89,0,0,0,0,0
173,0,0,0,0,0
84,0,0,3,0,0
9,0,0,0,0,0
21,0,0,0,0,0
85,0,0,0,0,0
9,0,0,0,0,0
63,0,0,0,0,0
66,0,1,0,0,0
189,0,3,0,0,0
630,0,0,0,0,0
364,0,0,70,0,0
63,0,0,0,0,0
37,0,0,0,0,0
373,0,0,0,0,0
223,0,11,0,0,0
0,0,0,0,0,0
2247,0,0,0,0,0
36,0,1,0,0,1
159,0,0,0,0,0
8,0,0,0,0,0
30,0,0,0,0,0
11,0,0,0,0,0
1046,0,10,2,0,0
99,0,0,1,0,0
11,0,0,0,0,0
72,0,0,0,0,1
83,0,1,0,0,0
26,0,0,0,0,0
957,0,0,8,0,0
43,0,0,1,0,0
31,0,0,0,0,0
55,0,0,0,0,0
33,0,0,0,0,0
50,0,0,0,0,0
45,0,3,0,0,0
87,0,0,1,0,0
116,0,0,0,0,0
108,0,0,0,0,0
382,0,1,0,0,0
436,0,5,0,0,0
22,0,0,0,0,1
239,0,4,0,0,0
200,0,0,0,0,0
36,0,0,0,0,0
491,0,1,0,0,0
47,0,0,0,0,1
29,0,0,0,0,0
23,0,0,0,0,0
196,0,0,0,0,0
19,0,0,0,0,0
281,0,0,0,0,0
298,0,0,0,0,0
44,0,0,0,0,0
26,0,0,0,0,0
101,0,0,2,0,0
86,0,0,5,0,1
165,0,0,0,0,0
231,0,0,0,0,0
42,0,0,0,0,0
85,0,1,0,0,0
220,0,0,0,0,0
29,0,0,0,0,0
37,0,0,0,0,0
162,0,0,0,0,0
113,0,0,0,0,0
4,0,0,0,0,0
3,0,0,0,0,0
213,0,0,0,0,0
94,0,0,0,0,0
112,0,0,0,0,0
1676,0,72,0,0,0
19,0,0,0,0,0
140,0,0,0,0,0
350,0,0,3,0,0
70,0,0,1,0,1
53,0,0,0,0,0
169,0,0,0,0,0
157,0,0,0,0,0
187,0,0,0,0,0
250,0,0,9,0,0
344,0,1,1,0,0
125,0,0,0,0,0
28,0,0,0,0,0
884,0,0,0,0,0
23,0,0,0,0,0
332,0,11,0,0,0
279,0,6,0,0,0
21,0,2,0,0,0
23,0,0,0,0,0
264,0,1,0,0,0
27,0,0,0,0,0
114,0,0,0,0,1
9,0,0,0,0,0
172,0,0,0,0,0
1106,0,5,3,0,0
186,0,1,0,0,0
74,0,0,2,0,1
89,0,0,0,0,0
72,0,0,1,0,1
52,0,0,0,0,0
